filename,duration_seconds,status,pid,tid
cheese_plate_44764.jpg,0.020074844360351562,Success,28797,8758821184
cheese_plate_10057.jpg,0.013499021530151367,Success,28797,8758821184
cheese_plate_23703.jpg,0.013164997100830078,Success,28797,8758821184
cheese_plate_15716.jpg,0.013907194137573242,Success,28797,8758821184
cheese_plate_51154.jpg,0.012744903564453125,Success,28797,8758821184
cheese_plate_15676.jpg,0.012110233306884766,Success,28797,8758821184
cheese_plate_43009.jpg,0.010863780975341797,Success,28797,8758821184
cheese_plate_32541.jpg,0.012603998184204102,Success,28797,8758821184
cheese_plate_34800.jpg,0.012681961059570312,Success,28797,8758821184
cheese_plate_102849.jpg,0.012273311614990234,Success,28797,8758821184
cheese_plate_33559.jpg,0.012102127075195312,Success,28797,8758821184
cheese_plate_78002.jpg,0.013126850128173828,Success,28797,8758821184
cheese_plate_101176.jpg,0.012890815734863281,Success,28797,8758821184
cheese_plate_20251.jpg,0.012147188186645508,Success,28797,8758821184
cheese_plate_33763.jpg,0.012808084487915039,Success,28797,8758821184
cheese_plate_101161.jpg,0.013186216354370117,Success,28797,8758821184
cheese_plate_60460.jpg,0.012903928756713867,Success,28797,8758821184
cheese_plate_71004.jpg,0.011917829513549805,Success,28797,8758821184
cheese_plate_34175.jpg,0.012207269668579102,Success,28797,8758821184
cheese_plate_81451.jpg,0.012012004852294922,Success,28797,8758821184
cheese_plate_25324.jpg,0.012936115264892578,Success,28797,8758821184
cheese_plate_88850.jpg,0.013209104537963867,Success,28797,8758821184
cheese_plate_109241.jpg,0.012438058853149414,Success,28797,8758821184
cheese_plate_83860.jpg,0.01253819465637207,Success,28797,8758821184
cheese_plate_82000.jpg,0.012456178665161133,Success,28797,8758821184
cheese_plate_4656.jpg,0.013319969177246094,Success,28797,8758821184
cheese_plate_52235.jpg,0.0119171142578125,Success,28797,8758821184
cheese_plate_28610.jpg,0.01276087760925293,Success,28797,8758821184
cheese_plate_15208.jpg,0.011522054672241211,Success,28797,8758821184
cheese_plate_2219.jpg,0.01312112808227539,Success,28797,8758821184
cheese_plate_32919.jpg,0.011816978454589844,Success,28797,8758821184
cheese_plate_70257.jpg,0.012223958969116211,Success,28797,8758821184
cheese_plate_75104.jpg,0.012614250183105469,Success,28797,8758821184
cheese_plate_111794.jpg,0.010189056396484375,Success,28797,8758821184
cheese_plate_42903.jpg,0.011807918548583984,Success,28797,8758821184
cheese_plate_81579.jpg,0.01239919662475586,Success,28797,8758821184
cheese_plate_98941.jpg,0.008988142013549805,Success,28797,8758821184
cheese_plate_100370.jpg,0.011873960494995117,Success,28797,8758821184
cheese_plate_33684.jpg,0.013199806213378906,Success,28797,8758821184
cheese_plate_42901.jpg,0.012253999710083008,Success,28797,8758821184
cheese_plate_75029.jpg,0.01187896728515625,Success,28797,8758821184
cheese_plate_82884.jpg,0.011924266815185547,Success,28797,8758821184
cheese_plate_71673.jpg,0.012453794479370117,Success,28797,8758821184
cheese_plate_67628.jpg,0.012206077575683594,Success,28797,8758821184
cheese_plate_12089.jpg,0.015362024307250977,Success,28797,8758821184
cheese_plate_89108.jpg,0.01631307601928711,Success,28797,8758821184
cheese_plate_55739.jpg,0.013314962387084961,Success,28797,8758821184
cheese_plate_64533.jpg,0.01282811164855957,Success,28797,8758821184
cheese_plate_17721.jpg,0.01380777359008789,Success,28797,8758821184
cheese_plate_33708.jpg,0.01464390754699707,Success,28797,8758821184
garlic_bread_262626.jpg,0.015135049819946289,Success,28797,8758821184
garlic_bread_199764.jpg,0.01287078857421875,Success,28797,8758821184
garlic_bread_203741.jpg,0.014925241470336914,Success,28797,8758821184
garlic_bread_108691.jpg,0.014132976531982422,Success,28797,8758821184
garlic_bread_247927.jpg,0.012354135513305664,Success,28797,8758821184
garlic_bread_229634.jpg,0.0162050724029541,Success,28797,8758821184
garlic_bread_180782.jpg,0.012523174285888672,Success,28797,8758821184
garlic_bread_4212.jpg,0.013916969299316406,Success,28797,8758821184
garlic_bread_41234.jpg,0.013738870620727539,Success,28797,8758821184
garlic_bread_209608.jpg,0.012621164321899414,Success,28797,8758821184
