filename,duration,status,thread_info
../input_images/cheese_plate/44764.jpg,0.025794029235839844,Success,PID: 3204 | TID: 8758821184
../input_images/cheese_plate/10057.jpg,0.01335287094116211,Success,PID: 3204 | TID: 8758821184
../input_images/cheese_plate/23703.jpg,0.014062881469726562,Success,PID: 3204 | TID: 8758821184
../input_images/cheese_plate/15716.jpg,0.012545108795166016,Success,PID: 3204 | TID: 8758821184
../input_images/cheese_plate/51154.jpg,0.013125181198120117,Success,PID: 3204 | TID: 8758821184
../input_images/cheese_plate/15676.jpg,0.011813879013061523,Success,PID: 3204 | TID: 8758821184
../input_images/cheese_plate/43009.jpg,0.010953903198242188,Success,PID: 3204 | TID: 8758821184
../input_images/cheese_plate/32541.jpg,0.013872861862182617,Success,PID: 3204 | TID: 8758821184
../input_images/cheese_plate/34800.jpg,0.009809732437133789,Success,PID: 3204 | TID: 8758821184
../input_images/cheese_plate/102849.jpg,0.014062881469726562,Success,PID: 3204 | TID: 8758821184
../input_images/cheese_plate/33559.jpg,0.0133819580078125,Success,PID: 3204 | TID: 8758821184
../input_images/cheese_plate/78002.jpg,0.013724803924560547,Success,PID: 3204 | TID: 8758821184
../input_images/cheese_plate/101176.jpg,0.01324319839477539,Success,PID: 3204 | TID: 8758821184
../input_images/cheese_plate/20251.jpg,0.01238393783569336,Success,PID: 3204 | TID: 8758821184
../input_images/cheese_plate/33763.jpg,0.012386083602905273,Success,PID: 3204 | TID: 8758821184
../input_images/cheese_plate/101161.jpg,0.013323068618774414,Success,PID: 3204 | TID: 8758821184
../input_images/cheese_plate/60460.jpg,0.012914896011352539,Success,PID: 3204 | TID: 8758821184
../input_images/cheese_plate/71004.jpg,0.013112068176269531,Success,PID: 3204 | TID: 8758821184
../input_images/cheese_plate/34175.jpg,0.012768983840942383,Success,PID: 3204 | TID: 8758821184
../input_images/cheese_plate/81451.jpg,0.012805938720703125,Success,PID: 3204 | TID: 8758821184
../input_images/cheese_plate/25324.jpg,0.01279306411743164,Success,PID: 3204 | TID: 8758821184
../input_images/cheese_plate/88850.jpg,0.01285409927368164,Success,PID: 3204 | TID: 8758821184
../input_images/cheese_plate/109241.jpg,0.013705015182495117,Success,PID: 3204 | TID: 8758821184
../input_images/cheese_plate/83860.jpg,0.013385772705078125,Success,PID: 3204 | TID: 8758821184
../input_images/cheese_plate/82000.jpg,0.012475967407226562,Success,PID: 3204 | TID: 8758821184
../input_images/cheese_plate/4656.jpg,0.013457775115966797,Success,PID: 3204 | TID: 8758821184
../input_images/cheese_plate/52235.jpg,0.0117340087890625,Success,PID: 3204 | TID: 8758821184
../input_images/cheese_plate/28610.jpg,0.01292109489440918,Success,PID: 3204 | TID: 8758821184
../input_images/cheese_plate/15208.jpg,0.011950969696044922,Success,PID: 3204 | TID: 8758821184
../input_images/cheese_plate/2219.jpg,0.014989852905273438,Success,PID: 3204 | TID: 8758821184
../input_images/cheese_plate/32919.jpg,0.012547969818115234,Success,PID: 3204 | TID: 8758821184
../input_images/cheese_plate/70257.jpg,0.012318134307861328,Success,PID: 3204 | TID: 8758821184
../input_images/cheese_plate/75104.jpg,0.013139963150024414,Success,PID: 3204 | TID: 8758821184
../input_images/cheese_plate/111794.jpg,0.010368108749389648,Success,PID: 3204 | TID: 8758821184
../input_images/cheese_plate/42903.jpg,0.012690067291259766,Success,PID: 3204 | TID: 8758821184
../input_images/cheese_plate/81579.jpg,0.01244211196899414,Success,PID: 3204 | TID: 8758821184
../input_images/cheese_plate/98941.jpg,0.009022951126098633,Success,PID: 3204 | TID: 8758821184
